평당분양가격,연도,월,지역명
8484.3,2019,2,충남
7873.799999999999,2019,2,전북
7959.599999999999,2019,2,전남
8751.6,2019,2,경북
9675.6,2019,2,경남
11299.2,2019,2,제주
25647.6,2019,3,서울
12150.6,2019,3,인천
14417.7,2019,3,경기
13424.4,2019,3,부산
13117.5,2019,3,대구
10926.3,2019,3,광주
11913.0,2019,3,대전
10362.0,2019,3,울산
10081.5,2019,3,세종
7936.5,2019,3,강원
7560.299999999999,2019,3,충북
8570.1,2019,3,충남
8091.599999999999,2019,3,전북
7880.4,2019,3,전남
8741.699999999999,2019,3,경북
9494.1,2019,3,경남
11299.2,2019,3,제주
25687.2,2019,4,서울
12150.6,2019,4,인천
14556.3,2019,4,경기
12959.1,2019,4,부산
13249.5,2019,4,대구
10932.9,2019,4,광주
11820.6,2019,4,대전
10362.0,2019,4,울산
11411.4,2019,4,세종
8362.199999999999,2019,4,강원
7596.599999999999,2019,4,충북
8609.699999999999,2019,4,충남
7953.0,2019,4,전북
7623.0,2019,4,전남
8642.699999999999,2019,4,경북
9348.9,2019,4,경남
11355.3,2019,4,제주
25693.8,2019,5,서울
12807.3,2019,5,인천
14358.3,2019,5,경기
12949.2,2019,5,부산
13579.5,2019,5,대구
11602.8,2019,5,광주
11820.6,2019,5,대전
10362.0,2019,5,울산
11411.4,2019,5,세종
8236.8,2019,5,강원
7580.099999999999,2019,5,충북
8916.6,2019,5,충남
8147.7,2019,5,전북
7484.4,2019,5,전남
8378.699999999999,2019,5,경북
9705.3,2019,5,경남
11355.3,2019,5,제주
26730.0,2019,6,서울
12827.1,2019,6,인천
14952.3,2019,6,경기
12889.8,2019,6,부산
13747.8,2019,6,대구
11863.5,2019,6,광주
11470.8,2019,6,대전
10362.0,2019,6,울산
11411.4,2019,6,세종
8276.4,2019,6,강원
7679.099999999999,2019,6,충북
8639.4,2019,6,충남
8147.7,2019,6,전북
7656.0,2019,6,전남
8378.699999999999,2019,6,경북
9791.1,2019,6,경남
12355.2,2019,6,제주
26621.1,2019,7,서울
12827.1,2019,7,인천
14147.1,2019,7,경기
12777.6,2019,7,부산
14180.1,2019,7,대구
12381.6,2019,7,광주
11474.1,2019,7,대전
10362.0,2019,7,울산
11411.4,2019,7,세종
8220.3,2019,7,강원
7557.0,2019,7,충북
8811.0,2019,7,충남
8210.4,2019,7,전북
7722.0,2019,7,전남
8378.699999999999,2019,7,경북
9791.1,2019,7,경남
12767.7,2019,7,제주
26706.9,2019,8,서울
13005.3,2019,8,인천
14331.9,2019,8,경기
12972.3,2019,8,부산
14239.5,2019,8,대구
12279.3,2019,8,광주
11170.5,2019,8,대전
10362.0,2019,8,울산
11411.4,2019,8,세종
8223.6,2019,8,강원
7388.7,2019,8,충북
8715.3,2019,8,충남
8679.0,2019,8,전북
7735.2,2019,8,전남
8682.3,2019,8,경북
9824.1,2019,8,경남
12767.7,2019,8,제주
26680.5,2019,9,서울
13005.3,2019,9,인천
14655.3,2019,9,경기
13275.9,2019,9,부산
14381.4,2019,9,대구
12279.3,2019,9,광주
11358.6,2019,9,대전
8992.5,2019,9,울산
11411.4,2019,9,세종
8190.599999999999,2019,9,강원
7467.9,2019,9,충북
8523.9,2019,9,충남
8679.0,2019,9,전북
8187.299999999999,2019,9,전남
8771.4,2019,9,경북
9883.5,2019,9,경남
12767.7,2019,9,제주
26700.3,2019,10,서울
13025.1,2019,10,인천
14589.3,2019,10,경기
13332.0,2019,10,부산
14536.5,2019,10,대구
12444.3,2019,10,광주
11985.6,2019,10,대전
10362.0,2019,10,울산
11411.4,2019,10,세종
8118.0,2019,10,강원
7497.599999999999,2019,10,충북
8586.6,2019,10,충남
8434.8,2019,10,전북
8230.199999999999,2019,10,전남
9616.2,2019,10,경북
10589.7,2019,10,경남
12767.7,2019,10,제주
26604.6,2019,11,서울
12942.6,2019,11,인천
14694.9,2019,11,경기
13150.5,2019,11,부산
14460.6,2019,11,대구
12658.8,2019,11,광주
11985.6,2019,11,대전
10362.0,2019,11,울산
11411.4,2019,11,세종
8283.0,2019,11,강원
7599.9,2019,11,충북
8586.6,2019,11,충남
8144.4,2019,11,전북
8292.9,2019,11,전남
9616.2,2019,11,경북
10563.3,2019,11,경남
12810.6,2019,11,제주
26251.5,2019,12,서울
13206.6,2019,12,인천
14826.9,2019,12,경기
12817.2,2019,12,부산
14427.6,2019,12,대구
12652.2,2019,12,광주
11985.6,2019,12,대전
10371.9,2019,12,울산
11411.4,2019,12,세종
8283.0,2019,12,강원
7606.5,2019,12,충북
8712.0,2019,12,충남
8144.4,2019,12,전북
8091.599999999999,2019,12,전남
9616.2,2019,12,경북
10107.9,2019,12,경남
12810.6,2019,12,제주
26799.3,2020,1,서울
13216.5,2020,1,인천
14859.9,2020,1,경기
12817.2,2020,1,부산
14586.0,2020,1,대구
12681.9,2020,1,광주
11985.6,2020,1,대전
10371.9,2020,1,울산
11411.4,2020,1,세종
8207.1,2020,1,강원
7606.5,2020,1,충북
8712.0,2020,1,충남
8144.4,2020,1,전북
8200.5,2020,1,전남
10144.2,2020,1,경북
10107.9,2020,1,경남
13051.5,2020,1,제주
26307.6,2020,2,서울
13477.2,2020,2,인천
14856.6,2020,2,경기
12949.2,2020,2,부산
14586.0,2020,2,대구
12681.9,2020,2,광주
11985.6,2020,2,대전
10371.9,2020,2,울산
11411.4,2020,2,세종
8325.9,2020,2,강원
7903.5,2020,2,충북
8593.199999999999,2020,2,충남
8144.4,2020,2,전북
8269.8,2020,2,전남
8431.5,2020,2,경북
10107.9,2020,2,경남
13051.5,2020,2,제주
26495.7,2020,3,서울
14058.0,2020,3,인천
14770.8,2020,3,경기
13035.0,2020,3,부산
14843.4,2020,3,대구
12681.9,2020,3,광주
11226.6,2020,3,대전
10371.9,2020,3,울산
11411.4,2020,3,세종
8144.4,2020,3,강원
7920.0,2020,3,충북
8606.4,2020,3,충남
8144.4,2020,3,전북
8500.8,2020,3,전남
8431.5,2020,3,경북
9794.4,2020,3,경남
13051.5,2020,3,제주
26367.0,2020,4,서울
14067.9,2020,4,인천
15057.9,2020,4,경기
12896.4,2020,4,부산
15100.8,2020,4,대구
12685.2,2020,4,광주
11074.8,2020,4,대전
10371.9,2020,4,울산
11355.3,2020,4,세종
8708.699999999999,2020,4,강원
7920.0,2020,4,충북
8708.699999999999,2020,4,충남
8259.9,2020,4,전북
8550.3,2020,4,전남
8807.699999999999,2020,4,경북
10404.9,2020,4,경남
13480.5,2020,4,제주
27030.3,2020,5,서울
14338.5,2020,5,인천
13942.5,2020,5,경기
13272.6,2020,5,부산
15335.1,2020,5,대구
12648.9,2020,5,광주
11008.8,2020,5,대전
10969.2,2020,5,울산
11355.3,2020,5,세종
8784.6,2020,5,강원
7936.5,2020,5,충북
8735.1,2020,5,충남
8184.0,2020,5,전북
8576.699999999999,2020,5,전남
8807.699999999999,2020,5,경북
9969.3,2020,5,경남
14902.8,2020,5,제주
27558.3,2020,6,서울
14661.9,2020,6,인천
13586.1,2020,6,경기
13272.6,2020,6,부산
15173.4,2020,6,대구
12599.4,2020,6,광주
11246.4,2020,6,대전
12371.7,2020,6,울산
11355.3,2020,6,세종
9084.9,2020,6,강원
7949.7,2020,6,충북
8847.3,2020,6,충남
8259.9,2020,6,전북
8566.8,2020,6,전남
8807.699999999999,2020,6,경북
10329.0,2020,6,경남
14922.6,2020,6,제주
26763.0,2020,7,서울
14635.5,2020,7,인천
14322.0,2020,7,경기
13467.3,2020,7,부산
15312.0,2020,7,대구
12688.5,2020,7,광주
11051.7,2020,7,대전
12790.8,2020,7,울산
11355.3,2020,7,세종
9457.8,2020,7,강원
7949.7,2020,7,충북
8936.4,2020,7,충남
8190.599999999999,2020,7,전북
8553.6,2020,7,전남
9744.9,2020,7,경북
10276.2,2020,7,경남
15338.4,2020,7,제주
26723.4,2020,8,서울
15318.6,2020,8,인천
13972.2,2020,8,경기
13266.0,2020,8,부산
15292.2,2020,8,대구
12190.2,2020,8,광주
10982.4,2020,8,대전
13645.5,2020,8,울산
11355.3,2020,8,세종
9867.0,2020,8,강원
7929.9,2020,8,충북
8946.3,2020,8,충남
8190.599999999999,2020,8,전북
8873.699999999999,2020,8,전남
10216.8,2020,8,경북
10276.2,2020,8,경남
15338.4,2020,8,제주
26776.2,2020,9,서울
15318.6,2020,9,인천
14097.6,2020,9,경기
13266.0,2020,9,부산
15325.2,2020,9,대구
12282.6,2020,9,광주
10827.3,2020,9,대전
13734.6,2020,9,울산
11355.3,2020,9,세종
10322.4,2020,9,강원
7900.2,2020,9,충북
9015.6,2020,9,충남
8309.4,2020,9,전북
8853.9,2020,9,전남
10216.8,2020,9,경북
10276.2,2020,9,경남
15338.4,2020,9,제주
26660.7,2020,10,서울
15576.0,2020,10,인천
14341.8,2020,10,경기
13114.2,2020,10,부산
15404.4,2020,10,대구
12282.6,2020,10,광주
10579.8,2020,10,대전
13803.9,2020,10,울산
11299.2,2020,10,세종
10322.4,2020,10,강원
7893.599999999999,2020,10,충북
8880.3,2020,10,충남
8487.6,2020,10,전북
8969.4,2020,10,전남
10114.5,2020,10,경북
10253.1,2020,10,경남
15338.4,2020,10,제주
27172.2,2020,11,서울
15737.7,2020,11,인천
14318.7,2020,11,경기
13569.6,2020,11,부산
15457.2,2020,11,대구
12358.5,2020,11,광주
10579.8,2020,11,대전
13803.9,2020,11,울산
11299.2,2020,11,세종
10395.0,2020,11,강원
8078.4,2020,11,충북
9180.6,2020,11,충남
8679.0,2020,11,전북
9104.7,2020,11,전남
10470.9,2020,11,경북
10272.9,2020,11,경남
15338.4,2020,11,제주
28267.8,2020,12,서울
15681.6,2020,12,인천
14473.8,2020,12,경기
14044.8,2020,12,부산
15325.2,2020,12,대구
12219.9,2020,12,광주
10579.8,2020,12,대전
13827.0,2020,12,울산
11299.2,2020,12,세종
10355.4,2020,12,강원
8527.199999999999,2020,12,충북
9111.3,2020,12,충남
8811.0,2020,12,전북
9342.3,2020,12,전남
10345.5,2020,12,경북
9860.4,2020,12,경남
15338.4,2020,12,제주
28267.8,2021,1,서울
15602.4,2021,1,인천
14414.4,2021,1,경기
14038.2,2021,1,부산
15354.9,2021,1,대구
12906.3,2021,1,광주
10579.8,2021,1,대전
13787.4,2021,1,울산
12533.4,2021,1,세종
10355.4,2021,1,강원
8527.199999999999,2021,1,충북
9111.3,2021,1,충남
8708.699999999999,2021,1,전북
9329.1,2021,1,전남
10345.5,2021,1,경북
9860.4,2021,1,경남
17156.7,2021,1,제주
28182.0,2021,2,서울
15651.9,2021,2,인천
14460.6,2021,2,경기
14163.6,2021,2,부산
15328.5,2021,2,대구
13902.9,2021,2,광주
11358.6,2021,2,대전
13787.4,2021,2,울산
12533.4,2021,2,세종
10401.6,2021,2,강원
8606.4,2021,2,충북
9141.0,2021,2,충남
8718.6,2021,2,전북
9827.4,2021,2,전남
10107.9,2021,2,경북
10309.2,2021,2,경남
17156.7,2021,2,제주
28290.9,2021,3,서울
15717.9,2021,3,인천
14440.8,2021,3,경기
14163.6,2021,3,부산
15470.4,2021,3,대구
13919.4,2021,3,광주
11358.6,2021,3,대전
13965.6,2021,3,울산
12533.4,2021,3,세종
9576.6,2021,3,강원
8619.6,2021,3,충북
9124.5,2021,3,충남
8718.6,2021,3,전북
9909.9,2021,3,전남
10107.9,2021,3,경북
10404.9,2021,3,경남
23756.7,2021,3,제주
28135.8,2021,4,서울
15549.6,2021,4,인천
14364.9,2021,4,경기
14427.6,2021,4,부산
15536.4,2021,4,대구
13919.4,2021,4,광주
11484.0,2021,4,대전
14312.1,2021,4,울산
12533.4,2021,4,세종
9504.0,2021,4,강원
8586.6,2021,4,충북
9170.7,2021,4,충남
8761.5,2021,4,전북
9669.0,2021,4,전남
10190.4,2021,4,경북
10296.0,2021,4,경남
23756.7,2021,4,제주
28597.8,2021,5,서울
15189.9,2021,5,인천
13982.1,2021,5,경기
14579.4,2021,5,부산
15519.9,2021,5,대구
13978.8,2021,5,광주
12213.3,2021,5,대전
14586.0,2021,5,울산
12533.4,2021,5,세종
9454.5,2021,5,강원
8586.6,2021,5,충북
9177.3,2021,5,충남
8853.9,2021,5,전북
9659.1,2021,5,전남
9989.1,2021,5,경북
10197.0,2021,5,경남
24783.0,2021,5,제주
29142.3,2021,6,서울
14883.0,2021,6,인천
13797.3,2021,6,경기
14539.8,2021,6,부산
15496.8,2021,6,대구
14173.5,2021,6,광주
12196.8,2021,6,대전
14701.5,2021,6,울산
12533.4,2021,6,세종
9639.3,2021,6,강원
8669.1,2021,6,충북
9266.4,2021,6,충남
8814.3,2021,6,전북
10074.9,2021,6,전남
10061.7,2021,6,경북
10230.0,2021,6,경남
24783.0,2021,6,제주
30396.3,2021,7,서울
14859.9,2021,7,인천
13688.4,2021,7,경기
14493.6,2021,7,부산
15467.1,2021,7,대구
14163.6,2021,7,광주
12196.8,2021,7,대전
14747.7,2021,7,울산
12553.2,2021,7,세종
9253.2,2021,7,강원
8685.6,2021,7,충북
9345.6,2021,7,충남
8893.5,2021,7,전북
10249.8,2021,7,전남
10602.9,2021,7,경북
10665.6,2021,7,경남
27574.8,2021,7,제주
31346.7,2021,8,서울
14239.5,2021,8,인천
13747.8,2021,8,경기
14381.4,2021,8,부산
15536.4,2021,8,대구
14160.3,2021,8,광주
12196.8,2021,8,대전
14364.9,2021,8,울산
12553.2,2021,8,세종
9253.2,2021,8,강원
8698.8,2021,8,충북
9500.7,2021,8,충남
8877.0,2021,8,전북
10490.7,2021,8,전남
10602.9,2021,8,경북
10642.5,2021,8,경남
27574.8,2021,8,제주
31353.3,2021,9,서울
14239.5,2021,9,인천
13949.1,2021,9,경기
14381.4,2021,9,부산
15675.0,2021,9,대구
14315.4,2021,9,광주
12266.1,2021,9,대전
14199.9,2021,9,울산
12553.2,2021,9,세종
9428.1,2021,9,강원
8731.8,2021,9,충북
9543.6,2021,9,충남
8715.3,2021,9,전북
10487.4,2021,9,전남
10345.5,2021,9,경북
10873.5,2021,9,경남
27574.8,2021,9,제주
31884.6,2021,10,서울
14242.8,2021,10,인천
13866.6,2021,10,경기
14586.0,2021,10,부산
15582.6,2021,10,대구
14094.3,2021,10,광주
12351.9,2021,10,대전
14199.9,2021,10,울산
12767.7,2021,10,세종
9804.3,2021,10,강원
8731.8,2021,10,충북
9629.4,2021,10,충남
8860.5,2021,10,전북
9886.8,2021,10,전남
10332.3,2021,10,경북
10969.2,2021,10,경남
22638.0,2021,10,제주
32841.6,2021,11,서울
14704.8,2021,11,인천
14774.1,2021,11,경기
15226.2,2021,11,부산
15721.2,2021,11,대구
14180.1,2021,11,광주
12351.9,2021,11,대전
14199.9,2021,11,울산
12767.7,2021,11,세종
9929.7,2021,11,강원
8725.199999999999,2021,11,충북
9471.0,2021,11,충남
8976.0,2021,11,전북
9764.7,2021,11,전남
10434.6,2021,11,경북
10692.0,2021,11,경남
22638.0,2021,11,제주
32943.9,2021,12,서울
15018.3,2021,12,인천
14711.4,2021,12,경기
16767.3,2021,12,부산
16008.3,2021,12,대구
14536.5,2021,12,광주
12414.6,2021,12,대전
14447.4,2021,12,울산
12338.7,2021,12,세종
10002.3,2021,12,강원
9005.699999999999,2021,12,충북
9665.7,2021,12,충남
9164.1,2021,12,전북
9543.6,2021,12,전남
10880.1,2021,12,경북
10919.7,2021,12,경남
21694.2,2021,12,제주
31620.6,2022,1,서울
15265.8,2022,1,인천
15071.1,2022,1,경기
16945.5,2022,1,부산
15981.9,2022,1,대구
14576.1,2022,1,광주
13157.1,2022,1,대전
14671.8,2022,1,울산
11926.2,2022,1,세종
10002.3,2022,1,강원
9075.0,2022,1,충북
9834.0,2022,1,충남
9378.6,2022,1,전북
9890.1,2022,1,전남
10880.1,2022,1,경북
10936.2,2022,1,경남
21694.2,2022,1,제주
32396.1,2022,2,서울
15219.6,2022,2,인천
15724.5,2022,2,경기
17120.399999999998,2022,2,부산
16397.7,2022,2,대구
14572.8,2022,2,광주
13226.4,2022,2,대전
14671.8,2022,2,울산
11926.2,2022,2,세종
10131.0,2022,2,강원
9042.0,2022,2,충북
9837.3,2022,2,충남
9454.5,2022,2,전북
10124.4,2022,2,전남
11282.7,2022,2,경북
11048.4,2022,2,경남
21093.6,2022,2,제주
31835.1,2022,3,서울
15262.5,2022,3,인천
15793.8,2022,3,경기
16899.3,2022,3,부산
16424.1,2022,3,대구
14995.2,2022,3,광주
13226.4,2022,3,대전
15889.5,2022,3,울산
11926.2,2022,3,세종
10355.4,2022,3,강원
9028.8,2022,3,충북
10015.5,2022,3,충남
9434.7,2022,3,전북
10114.5,2022,3,전남
11282.7,2022,3,경북
11187.0,2022,3,경남
19239.0,2022,3,제주
32244.3,2022,4,서울
15671.7,2022,4,인천
15879.6,2022,4,경기
16899.3,2022,4,부산
16150.2,2022,4,대구
14995.2,2022,4,광주
13681.8,2022,4,대전
18225.9,2022,4,울산
11926.2,2022,4,세종
10503.9,2022,4,강원
9372.0,2022,4,충북
10041.9,2022,4,충남
9510.6,2022,4,전북
10233.3,2022,4,전남
11319.0,2022,4,경북
12021.9,2022,4,경남
19239.0,2022,4,제주
28215.0,2022,5,서울
15807.0,2022,5,인천
16031.4,2022,5,경기
17526.3,2022,5,부산
16047.9,2022,5,대구
14991.9,2022,5,광주
13714.8,2022,5,대전
18018.0,2022,5,울산
11926.2,2022,5,세종
10560.0,2022,5,강원
9682.2,2022,5,충북
10094.7,2022,5,충남
9537.0,2022,5,전북
10269.6,2022,5,전남
11738.1,2022,5,경북
12061.5,2022,5,경남
19239.0,2022,5,제주
28215.0,2022,6,서울
15899.4,2022,6,인천
16262.4,2022,6,경기
17938.8,2022,6,부산
16427.399999999998,2022,6,대구
15364.8,2022,6,광주
13761.0,2022,6,대전
17981.7,2022,6,울산
11926.2,2022,6,세종
10682.1,2022,6,강원
9876.9,2022,6,충북
10114.5,2022,6,충남
9989.1,2022,6,전북
10269.6,2022,6,전남
11639.1,2022,6,경북
11929.5,2022,6,경남
19239.0,2022,6,제주
28215.0,2022,7,서울
16331.7,2022,7,인천
16354.8,2022,7,경기
17991.6,2022,7,부산
16797.0,2022,7,대구
15397.8,2022,7,광주
13761.0,2022,7,대전
17981.7,2022,7,울산
10586.4,2022,7,세종
10725.0,2022,7,강원
9906.6,2022,7,충북
10213.5,2022,7,충남
9995.7,2022,7,전북
10256.4,2022,7,전남
11345.4,2022,7,경북
11969.1,2022,7,경남
19239.0,2022,7,제주
27300.9,2022,8,서울
17044.5,2022,8,인천
16579.2,2022,8,경기
17938.8,2022,8,부산
16780.5,2022,8,대구
15628.8,2022,8,광주
13761.0,2022,8,대전
17932.2,2022,8,울산
10586.4,2022,8,세종
10824.0,2022,8,강원
9903.3,2022,8,충북
10395.0,2022,8,충남
10104.6,2022,8,전북
10197.0,2022,8,전남
11447.7,2022,8,경북
11926.2,2022,8,경남
21542.4,2022,8,제주
28059.9,2022,9,서울
17123.7,2022,9,인천
17008.2,2022,9,경기
18011.399999999998,2022,9,부산
16764.0,2022,9,대구
15358.2,2022,9,광주
14289.0,2022,9,대전
17932.2,2022,9,울산
10586.4,2022,9,세종
10880.1,2022,9,강원
9985.8,2022,9,충북
10395.0,2022,9,충남
10190.4,2022,9,전북
10639.2,2022,9,전남
11949.3,2022,9,경북
11988.9,2022,9,경남
21542.4,2022,9,제주
28059.9,2022,10,서울
16602.3,2022,10,인천
17282.1,2022,10,경기
18470.1,2022,10,부산
16859.7,2022,10,대구
15589.2,2022,10,광주
15107.4,2022,10,대전
18123.6,2022,10,울산
10586.4,2022,10,세종
11398.2,2022,10,강원
9969.3,2022,10,충북
10919.7,2022,10,충남
10243.2,2022,10,전북
10659.0,2022,10,전남
12012.0,2022,10,경북
11889.9,2022,10,경남
22159.5,2022,10,제주
29835.3,2022,11,서울
16641.899999999998,2022,11,인천
16585.8,2022,11,경기
19823.1,2022,11,부산
16566.0,2022,11,대구
15684.9,2022,11,광주
15137.1,2022,11,대전
18932.1,2022,11,울산
10586.4,2022,11,세종
12398.1,2022,11,강원
9969.3,2022,11,충북
11051.7,2022,11,충남
10411.5,2022,11,전북
10718.4,2022,11,전남
12081.3,2022,11,경북
11863.5,2022,11,경남
22159.5,2022,11,제주
29779.2,2022,12,서울
16655.1,2022,12,인천
17169.899999999998,2022,12,경기
19456.8,2022,12,부산
16899.3,2022,12,대구
14625.6,2022,12,광주
15298.8,2022,12,대전
18321.6,2022,12,울산
12279.3,2022,12,세종
12688.5,2022,12,강원
10520.4,2022,12,충북
11035.2,2022,12,충남
10381.8,2022,12,전북
10596.3,2022,12,전남
12289.2,2022,12,경북
11860.2,2022,12,경남
22951.5,2022,12,제주
30630.6,2023,1,서울
16625.399999999998,2023,1,인천
17239.2,2023,1,경기
19456.8,2023,1,부산
16958.7,2023,1,대구
17268.899999999998,2023,1,광주
15440.7,2023,1,대전
18321.6,2023,1,울산
12279.3,2023,1,세종
12688.5,2023,1,강원
10520.4,2023,1,충북
11338.8,2023,1,충남
10381.8,2023,1,전북
10616.1,2023,1,전남
12516.9,2023,1,경북
11929.5,2023,1,경남
22951.5,2023,1,제주
30445.8,2023,2,서울
16288.8,2023,2,인천
17252.399999999998,2023,2,경기
19116.9,2023,2,부산
17087.399999999998,2023,2,대구
15275.7,2023,2,광주
15556.2,2023,2,대전
18321.6,2023,2,울산
12279.3,2023,2,세종
12688.5,2023,2,강원
10589.7,2023,2,충북
11738.1,2023,2,충남
10381.8,2023,2,전북
10946.1,2023,2,전남
12513.6,2023,2,경북
11823.9,2023,2,경남
22948.2,2023,2,제주
30624.0,2023,3,서울
16391.1,2023,3,인천
18202.8,2023,3,경기
19199.4,2023,3,부산
17087.399999999998,2023,3,대구
16651.8,2023,3,광주
15556.2,2023,3,대전
18423.9,2023,3,울산
12279.3,2023,3,세종
12939.3,2023,3,강원
10635.9,2023,3,충북
11738.1,2023,3,충남
10645.8,2023,3,전북
10942.8,2023,3,전남
12513.6,2023,3,경북
11962.5,2023,3,경남
23740.2,2023,3,제주
30643.8,2023,4,서울
16397.7,2023,4,인천
19133.4,2023,4,경기
19371.0,2023,4,부산
17087.399999999998,2023,4,대구
16651.8,2023,4,광주
16153.5,2023,4,대전
18423.9,2023,4,울산
12279.3,2023,4,세종
12969.0,2023,4,강원
10794.3,2023,4,충북
11748.0,2023,4,충남
10942.8,2023,4,전북
10939.5,2023,4,전남
12513.6,2023,4,경북
11936.1,2023,4,경남
23740.2,2023,4,제주
31066.2,2023,5,서울
16470.3,2023,5,인천
19163.1,2023,5,경기
20093.7,2023,5,부산
18047.7,2023,5,대구
18176.4,2023,5,광주
16153.5,2023,5,대전
17869.5,2023,5,울산
12279.3,2023,5,세종
12969.0,2023,5,강원
10546.8,2023,5,충북
11757.9,2023,5,충남
10942.8,2023,5,전북
11226.6,2023,5,전남
12305.7,2023,5,경북
11536.8,2023,5,경남
23740.2,2023,5,제주
31927.5,2023,6,서울
16460.399999999998,2023,6,인천
19364.4,2023,6,경기
20621.7,2023,6,부산
16968.6,2023,6,대구
18176.4,2023,6,광주
16278.9,2023,6,대전
17991.6,2023,6,울산
12279.3,2023,6,세종
12401.4,2023,6,강원
10609.5,2023,6,충북
11771.1,2023,6,충남
11124.3,2023,6,전북
11226.6,2023,6,전남
12639.0,2023,6,경북
11655.6,2023,6,경남
24175.8,2023,6,제주
31927.5,2023,7,서울
16064.4,2023,7,인천
19542.6,2023,7,경기
20687.7,2023,7,부산
16358.1,2023,7,대구
18146.7,2023,7,광주
16731.0,2023,7,대전
17991.6,2023,7,울산
12279.3,2023,7,세종
13365.0,2023,7,강원
10612.8,2023,7,충북
11784.3,2023,7,충남
11196.9,2023,7,전북
11394.9,2023,7,전남
12843.6,2023,7,경북
11279.4,2023,7,경남
24175.8,2023,7,제주
31795.5,2023,8,서울
16097.4,2023,8,인천
19572.3,2023,8,경기
21921.9,2023,8,부산
16688.1,2023,8,대구
18252.3,2023,8,광주
16731.0,2023,8,대전
18067.5,2023,8,울산
12279.3,2023,8,세종
13374.9,2023,8,강원
10725.0,2023,8,충북
11843.7,2023,8,충남
11596.2,2023,8,전북
12074.7,2023,8,전남
13318.8,2023,8,경북
11163.9,2023,8,경남
25551.9,2023,8,제주
32000.1,2023,9,서울
16100.7,2023,9,인천
19509.6,2023,9,경기
21921.9,2023,9,부산
16688.1,2023,9,대구
18011.399999999998,2023,9,광주
16731.0,2023,9,대전
17928.899999999998,2023,9,울산
12279.3,2023,9,세종
13724.7,2023,9,강원
10926.3,2023,9,충북
11853.6,2023,9,충남
11583.0,2023,9,전북
12031.8,2023,9,전남
13335.3,2023,9,경북
11622.6,2023,9,경남
25551.9,2023,9,제주
32155.2,2023,10,서울
16872.899999999998,2023,10,인천
19532.7,2023,10,경기
22182.6,2023,10,부산
17575.8,2023,10,대구
18011.399999999998,2023,10,광주
16361.4,2023,10,대전
17777.1,2023,10,울산
12279.3,2023,10,세종
14298.9,2023,10,강원
11203.5,2023,10,충북
11922.9,2023,10,충남
11559.9,2023,10,전북
12031.8,2023,10,전남
13335.3,2023,10,경북
12929.4,2023,10,경남
25743.3,2023,10,제주
34145.1,2023,11,서울
16816.8,2023,11,인천
21304.8,2023,11,경기
20691.0,2023,11,부산
17575.8,2023,11,대구
17998.2,2023,11,광주
16335.0,2023,11,대전
16698.0,2023,11,울산
12279.3,2023,11,세종
14487.0,2023,11,강원
11299.2,2023,11,충북
12767.7,2023,11,충남
11612.7,2023,11,전북
13401.3,2023,11,전남
13668.6,2023,11,경북
13919.4,2023,11,경남
25743.3,2023,11,제주
34947.0,2023,12,서울
16493.399999999998,2023,12,인천
21591.9,2023,12,경기
20691.0,2023,12,부산
17087.399999999998,2023,12,대구
18107.1,2023,12,광주
16160.1,2023,12,대전
16024.8,2023,12,울산
12279.3,2023,12,세종
14642.1,2023,12,강원
11540.1,2023,12,충북
12823.8,2023,12,충남
11612.7,2023,12,전북
13401.3,2023,12,전남
13190.1,2023,12,경북
13431.0,2023,12,경남
25743.3,2023,12,제주
37072.2,2024,1,서울
16453.8,2024,1,인천
21519.3,2024,1,경기
20691.0,2024,1,부산
23964.6,2024,1,대구
18532.8,2024,1,광주
16160.1,2024,1,대전
16024.8,2024,1,울산
17902.5,2024,1,세종
14642.1,2024,1,강원
11540.1,2024,1,충북
11932.8,2024,1,충남
11612.7,2024,1,전북
12417.9,2024,1,전남
13770.9,2024,1,경북
13431.0,2024,1,경남
25743.3,2024,1,제주
37808.1,2024,2,서울
18090.6,2024,2,인천
20892.3,2024,2,경기
20575.5,2024,2,부산
23964.6,2024,2,대구
19054.2,2024,2,광주
17216.1,2024,2,대전
16724.399999999998,2024,2,울산
17902.5,2024,2,세종
14642.1,2024,2,강원
11711.7,2024,2,충북
12064.8,2024,2,충남
12318.9,2024,2,전북
12147.3,2024,2,전남
13784.1,2024,2,경북
13840.2,2024,2,경남
24773.1,2024,2,제주
37943.4,2024,3,서울
18117.0,2024,3,인천
20895.6,2024,3,경기
20575.5,2024,3,부산
30600.9,2024,3,대구
18885.9,2024,3,광주
17351.399999999998,2024,3,대전
16711.2,2024,3,울산
17902.5,2024,3,세종
14642.1,2024,3,강원
12592.8,2024,3,충북
12064.8,2024,3,충남
12487.2,2024,3,전북
12147.3,2024,3,전남
13784.1,2024,3,경북
13840.2,2024,3,경남
24773.1,2024,3,제주
38841.0,2024,4,서울
18189.6,2024,4,인천
21083.7,2024,4,경기
20116.8,2024,4,부산
30600.9,2024,4,대구
18885.9,2024,4,광주
18767.1,2024,4,대전
16942.2,2024,4,울산
17902.5,2024,4,세종
14777.4,2024,4,강원
12962.4,2024,4,충북
12117.6,2024,4,충남
12226.5,2024,4,전북
12147.3,2024,4,전남
13784.1,2024,4,경북
13840.2,2024,4,경남
24773.1,2024,4,제주
38629.8,2024,5,서울
18239.1,2024,5,인천
20908.8,2024,5,경기
